Incident ID,Incident Date,State,City Or County,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,County,FIPS,Population_per_state_2023,Population_per_county_2023
271363,2014-12-29,Louisiana,New Orleans,0,4,0,0,0,ORLEANS,22071,4573749,364136.0
269679,2014-12-27,California,Los Angeles,1,3,0,0,0,LOS ANGELES,06037,38965193,9663345.0
270036,2014-12-27,California,Sacramento,0,4,0,0,0,SACRAMENTO,06067,38965193,1584288.0
269167,2014-12-26,Illinois,East St. Louis,1,3,0,0,0,St. Clair,17163,12549689,251018.0
268598,2014-12-24,Missouri,Saint Louis,1,3,0,0,0,SAINT LOUIS CITY,29510,6196156,281754.0
267792,2014-12-23,Kentucky,Winchester,1,3,0,0,2,CLARK,21049,4526154,37304.0
268282,2014-12-22,Michigan,Detroit,1,3,0,0,0,WAYNE,26163,10037261,1751169.0
282186,2014-12-22,New York,Webster,3,2,1,0,0,MONROE,36055,19571216,748482.0
267721,2014-12-22,Illinois,Chicago,0,5,0,0,0,COOK,17031,12549689,5087072.0
266570,2014-12-21,Florida,Sarasota,2,2,0,0,0,SARASOTA,12115,22610726,469013.0
268910,2014-12-21,Mississippi,Waynesboro,1,4,0,0,2,WAYNE,28153,2939690,19703.0
266424,2014-12-21,Illinois,Calumet City,1,8,0,0,0,COOK,17031,12549689,5087072.0
266407,2014-12-20,Illinois,Rockford,4,0,0,0,1,WINNEBAGO,17201,12549689,280922.0
264901,2014-12-16,New Jersey,Elizabeth,0,4,0,0,0,UNION,34039,9290841,572726.0
263556,2014-12-15,Pennsylvania,Lansdale,6,0,1,0,0,MONTGOMERY,42091,12961683,868742.0
263376,2014-12-14,Florida,Miami,1,4,0,0,0,MIAMI-DADE,12086,22610726,2686867.0
263382,2014-12-13,Florida,Tampa,0,5,0,0,0,HILLSBOROUGH,12057,22610726,1535564.0
262202,2014-12-12,Oregon,Portland,0,4,0,0,3,MULTNOMAH,41051,4233358,789698.0
259935,2014-12-07,Indiana,South Bend,0,4,0,0,0,ST JOSEPH,18141,6862199,272848.0
227011,2014-12-02,Missouri,Saint Louis,1,3,0,2,0,SAINT LOUIS CITY,29510,6196156,281754.0
226983,2014-12-02,Virginia,Newport News,0,5,0,0,0,NEWPORT NEWS CITY,51700,8715698,183118.0
226534,2014-11-30,Tennessee,Chattanooga,0,5,0,0,0,HAMILTON,47065,7126489,379864.0
226388,2014-11-30,New York,Brooklyn,0,4,0,0,0,KINGS,36047,19571216,2561225.0
226150,2014-11-29,New Jersey,Newark,1,3,0,0,0,ESSEX,34013,9290841,851117.0
225903,2014-11-29,Georgia,Atlanta,3,2,0,0,0,FULTON,13121,11029227,1079105.0
225830,2014-11-28,Tennessee,Memphis,0,4,0,0,0,SHELBY,47157,7126489,910042.0
226018,2014-11-27,Texas,Georgetown,2,3,0,0,0,WILLIAMSON,48491,30503301,697191.0
225036,2014-11-26,California,San Francisco,0,6,0,0,0,SAN FRANCISCO,06075,38965193,808988.0
224362,2014-11-23,Virginia,Parksley,0,4,0,0,0,ACCOMACK,51001,8715698,33239.0
224131,2014-11-23,Colorado,Denver,1,4,0,0,0,DENVER,08031,5877610,716577.0
223651,2014-11-22,Ohio,Cleveland,4,1,0,0,1,CUYAHOGA,39035,11785935,1233088.0
223799,2014-11-22,South Dakota,Sisseton,3,1,1,0,0,ROBERTS,46109,919318,10206.0
223729,2014-11-22,Ohio,Springfield,1,3,0,0,0,CLARK,39023,11785935,134610.0
223582,2014-11-21,Pennsylvania,Pittsburgh,0,6,0,0,0,ALLEGHENY,42003,12961683,1224825.0
222792,2014-11-19,Illinois,Chicago,1,3,0,0,0,COOK,17031,12549689,5087072.0
222393,2014-11-18,Nevada,North Las Vegas,0,4,0,0,0,CLARK,32003,3194176,2336573.0
221554,2014-11-16,Ohio,Akron,1,4,0,0,1,SUMMIT,39153,11785935,535733.0
224746,2014-11-16,Texas,El Paso,0,5,0,1,0,EL PASO,48141,30503301,869880.0
221347,2014-11-15,Missouri,Springfield,4,0,0,0,1,GREENE,29077,6196156,304611.0
221577,2014-11-15,Florida,Miami,1,3,0,0,0,MIAMI-DADE,12086,22610726,2686867.0
217831,2014-11-08,California,Pomona,0,5,0,0,0,LOS ANGELES,06037,38965193,9663345.0
218054,2014-11-07,California,Los Angeles,0,4,0,0,0,LOS ANGELES,06037,38965193,9663345.0
217401,2014-11-07,California,Compton,0,4,0,0,0,LOS ANGELES,06037,38965193,9663345.0
216533,2014-11-05,California,San Francisco,0,4,0,0,0,SAN FRANCISCO,06075,38965193,808988.0
212884,2014-10-29,Tennessee,Memphis,0,5,0,0,0,SHELBY,47157,7126489,910042.0
211348,2014-10-26,Kentucky,Cadiz,4,0,0,0,1,TRIGG,21221,4526154,14369.0
210363,2014-10-24,Washington,Marysville,4,1,1,0,0,SNOHOMISH,53061,7812880,844761.0
209134,2014-10-18,New York,Queens,0,4,0,0,1,QUEENS,36081,19571216,2252196.0
207145,2014-10-18,South Carolina,Graniteville,1,3,0,0,0,AIKEN,45003,5373555,177130.0
207687,2014-10-18,New York,Brooklyn,0,4,0,0,0,KINGS,36047,19571216,2561225.0
206303,2014-10-16,Michigan,Detroit,1,3,0,0,1,WAYNE,26163,10037261,1751169.0
205726,2014-10-14,Georgia,Peachtree Corners,2,2,1,0,0,GWINNETT,13135,11029227,983526.0
205298,2014-10-13,Georgia,Atlanta,0,4,0,0,0,FULTON,13121,11029227,1079105.0
204310,2014-10-12,California,Stockton,3,1,0,0,0,SAN JOAQUIN,06077,38965193,800965.0
204477,2014-10-12,Georgia,Atlanta,1,3,0,0,0,FULTON,13121,11029227,1079105.0
204236,2014-10-11,New York,Utica,0,4,0,1,1,ONEIDA,36065,19571216,227555.0
202981,2014-10-08,Georgia,Atlanta,0,4,0,0,0,FULTON,13121,11029227,1079105.0
204254,2014-10-08,New York,Guilderland,4,0,0,0,0,ALBANY,36001,19571216,316659.0
201052,2014-10-05,Michigan,Detroit,1,5,0,0,0,WAYNE,26163,10037261,1751169.0
201630,2014-10-05,Florida,Jacksonville,3,1,0,0,0,DUVAL,12031,22610726,1030822.0
201648,2014-10-04,Tennessee,Memphis,2,2,0,0,0,SHELBY,47157,7126489,910042.0
201502,2014-10-04,California,Pomona,0,4,0,0,0,LOS ANGELES,06037,38965193,9663345.0
198051,2014-09-29,South Carolina,Walterboro,1,6,0,1,2,COLLETON,45029,5373555,38874.0
198527,2014-09-29,California,Fresno,0,4,0,0,0,FRESNO,06019,38965193,1017162.0
197416,2014-09-28,Pennsylvania,Philadelphia,0,4,0,0,0,PHILADELPHIA,42101,12961683,1550542.0
197384,2014-09-28,Florida,Miami,0,15,0,0,0,MIAMI-DADE,12086,22610726,2686867.0
197287,2014-09-27,Missouri,Saint Louis,0,5,0,0,0,SAINT LOUIS CITY,29510,6196156,281754.0
198064,2014-09-26,South Carolina,Florence,1,4,0,0,2,FLORENCE,45041,5373555,137214.0
194945,2014-09-21,Ohio,East Liverpool,0,4,0,0,0,COLUMBIANA,39029,11785935,100182.0
193960,2014-09-20,Mississippi,Batesville,2,2,0,0,0,PANOLA,28107,2939690,32669.0
193570,2014-09-19,New York,Queens,0,4,0,0,0,QUEENS,36081,19571216,2252196.0
192851,2014-09-18,Florida,Bell,7,0,1,0,0,GILCHRIST,12041,22610726,19587.0
191416,2014-09-15,Louisiana,New Orleans,0,5,0,0,0,ORLEANS,22071,4573749,364136.0
190874,2014-09-14,Texas,Flour Bluff,3,1,0,0,0,Nueces,48355,30503301,352289.0
2172621,2014-09-14,Texas,Corpus Christi,3,1,0,0,1,NUECES,48355,30503301,352289.0
190599,2014-09-14,Alaska,Anchorage,0,6,0,0,0,ANCHORAGE,02020,733406,286075.0
189562,2014-09-11,Michigan,Detroit,1,7,0,0,0,WAYNE,26163,10037261,1751169.0
188332,2014-09-06,Florida,Orlando,0,4,0,0,0,ORANGE,12095,22610726,1471416.0
186488,2014-09-06,Georgia,Macon,0,5,0,0,0,BIBB,13021,11029227,156512.0
185393,2014-09-04,Michigan,Flint,0,5,0,0,0,GENESEE,26049,10037261,401522.0
185430,2014-09-03,California,Los Angeles,0,6,0,0,0,LOS ANGELES,06037,38965193,9663345.0
185196,2014-09-02,Mississippi,Jackson,2,3,0,0,0,HINDS,28049,2939690,214870.0
184507,2014-09-02,California,Highland,0,5,0,0,0,SAN BERNARDINO,06071,38965193,2195611.0
183432,2014-08-31,California,Livermore,0,5,0,0,0,ALAMEDA,06001,38965193,1622188.0
182974,2014-08-29,Florida,Brooksville,3,1,0,0,0,HERNANDO,12053,22610726,212807.0
181947,2014-08-27,Michigan,Detroit,1,3,0,0,0,WAYNE,26163,10037261,1751169.0
180007,2014-08-24,California,San Fernando,4,5,0,0,1,LOS ANGELES,06037,38965193,9663345.0
180018,2014-08-24,Illinois,Chicago,1,3,0,0,0,COOK,17031,12549689,5087072.0
180580,2014-08-24,Georgia,Augusta,1,3,0,0,0,RICHMOND,13245,11029227,205414.0
178425,2014-08-20,Tennessee,Memphis,0,5,0,0,0,SHELBY,47157,7126489,910042.0
178006,2014-08-18,Louisiana,Saint Martinville,0,4,0,0,0,SAINT MARTIN,22099,4573749,51057.0
177770,2014-08-17,California,East Palo Alto,1,3,0,0,0,SANTA CLARA,06085,38965193,1877592.0
175943,2014-08-17,Massachusetts,Boston,0,4,0,0,0,SUFFOLK,25025,7001399,768425.0
175911,2014-08-17,New York,Queens,0,4,0,0,0,QUEENS,36081,19571216,2252196.0
175839,2014-08-17,Nevada,Las Vegas,0,4,0,0,0,CLARK,32003,3194176,2336573.0
175788,2014-08-16,Utah,Salt Lake City,0,6,0,0,0,SALT LAKE,49035,3417734,1185813.0
175779,2014-08-16,New Jersey,Plainfield,1,3,0,0,0,UNION,34039,9290841,572726.0
174560,2014-08-14,Tennessee,Memphis,1,3,0,0,0,SHELBY,47157,7126489,910042.0
174544,2014-08-13,Tennessee,Clarksville,0,4,0,0,0,MONTGOMERY,47125,7126489,239872.0
175767,2014-08-13,Louisiana,New Orleans,0,4,0,0,0,ORLEANS,22071,4573749,364136.0
173369,2014-08-12,New York,Buffalo,1,3,0,0,0,ERIE,36029,19571216,946147.0
173628,2014-08-12,Georgia,Cartersville,1,3,1,0,0,BARTOW,13015,11029227,115041.0
172205,2014-08-10,District of Columbia,Washington,0,6,0,0,0,DISTRICT OF COLUMBIA,11001,678972,678972.0
172288,2014-08-10,Georgia,Wrightsville,0,6,0,0,0,JOHNSON,13167,11029227,9282.0
172304,2014-08-10,Louisiana,New Orleans,2,5,0,0,2,ORLEANS,22071,4573749,364136.0
172180,2014-08-10,California,Moreno Valley,0,7,0,0,0,RIVERSIDE,06065,38965193,2492442.0
171802,2014-08-09,Minnesota,Minneapolis,1,8,0,0,0,HENNEPIN,27053,5737915,1258713.0
173786,2014-08-08,District of Columbia,Washington,0,4,0,0,0,DISTRICT OF COLUMBIA,11001,678972,678972.0
171823,2014-08-08,New Mexico,Albuquerque,1,3,0,0,0,BERNALILLO,35001,2114371,671586.0
171778,2014-08-08,Wisconsin,Milwaukee,0,4,0,0,0,MILWAUKEE,55079,5910955,916205.0
170704,2014-08-06,California,Bakersfield,3,1,0,0,0,KERN,06029,38965193,913820.0
169326,2014-08-04,Georgia,Atlanta,0,5,0,0,0,FULTON,13121,11029227,1079105.0
168844,2014-08-03,Virginia,Culpeper,5,0,0,0,0,CULPEPER,51047,8715698,54973.0
168551,2014-08-03,Texas,Humble,0,7,0,0,0,HARRIS,48201,30503301,4835125.0
169024,2014-08-03,Tennessee,Columbia,0,5,0,0,0,MAURY,47119,7126489,110760.0
168786,2014-08-03,Missouri,Saint Louis,0,5,0,0,0,SAINT LOUIS CITY,29510,6196156,281754.0
167872,2014-08-02,Texas,Dallas,3,1,0,0,1,DALLAS,48113,30503301,2606358.0
168307,2014-08-02,Pennsylvania,Pittsburgh,1,5,0,0,0,ALLEGHENY,42003,12961683,1224825.0
168169,2014-08-02,Massachusetts,New Bedford,0,7,0,0,0,BRISTOL,25005,7001399,581841.0
167649,2014-08-01,Pennsylvania,Philadelphia,1,3,0,0,0,PHILADELPHIA,42101,12961683,1550542.0
176329,2014-07-30,North Carolina,Hope Mills,2,4,1,0,0,CUMBERLAND,37051,10835491,337890.0
165856,2014-07-28,Pennsylvania,Philadelphia,1,4,0,0,0,PHILADELPHIA,42101,12961683,1550542.0
165089,2014-07-27,Missouri,Saint Louis,0,5,0,0,0,SAINT LOUIS CITY,29510,6196156,281754.0
164513,2014-07-26,Maine,Saco,4,0,1,0,0,YORK,23031,1395722,218586.0
166970,2014-07-26,Arkansas,Pine Bluff,1,3,0,0,0,JEFFERSON,05069,3067732,63661.0
163930,2014-07-26,Georgia,Sylvester,0,8,0,0,0,WORTH,13321,11029227,20273.0
163874,2014-07-25,Illinois,Chicago,1,6,0,0,3,COOK,17031,12549689,5087072.0
162687,2014-07-23,Pennsylvania,Braddock,0,4,0,0,0,ALLEGHENY,42003,12961683,1224825.0
161302,2014-07-21,New Jersey,Irvington,0,6,0,0,0,ESSEX,34013,9290841,851117.0
162008,2014-07-21,Tennessee,Memphis,0,4,0,0,0,SHELBY,47157,7126489,910042.0
161063,2014-07-20,Nevada,Las Vegas,1,3,0,0,0,CLARK,32003,3194176,2336573.0
160998,2014-07-20,Illinois,East Saint Louis,1,3,0,0,0,SAINT CLAIR,17163,12549689,251018.0
160488,2014-07-19,Illinois,Chicago,0,4,0,0,0,COOK,17031,12549689,5087072.0
159291,2014-07-13,District of Columbia,Washington,0,4,0,0,0,DISTRICT OF COLUMBIA,11001,678972,678972.0
158387,2014-07-13,California,Sacramento,1,4,0,0,0,SACRAMENTO,06067,38965193,1584288.0
158589,2014-07-13,Connecticut,Stamford,0,5,0,0,0,FAIRFIELD,09001,3617176,
158306,2014-07-13,Washington,Skyway,0,5,0,0,0,KING,53033,7812880,2271380.0
157857,2014-07-12,California,Pasadena,3,2,0,0,0,LOS ANGELES,06037,38965193,9663345.0
157580,2014-07-11,Illinois,Chicago,1,3,0,0,0,COOK,17031,12549689,5087072.0
156670,2014-07-09,Texas,Spring,6,1,0,0,1,HARRIS,48201,30503301,4835125.0
156468,2014-07-08,Rhode Island,Providence,0,5,0,0,0,PROVIDENCE,44007,1095962,660615.0
162305,2014-07-07,Kentucky,Stopover,0,4,0,0,0,PIKE,21195,4526154,55973.0
155943,2014-07-07,California,San Bernardino,1,4,0,0,0,SAN BERNARDINO,06071,38965193,2195611.0
156125,2014-07-06,Florida,Miami,2,2,0,0,0,MIAMI-DADE,12086,22610726,2686867.0
155412,2014-07-06,Missouri,Saint Louis,0,4,0,0,0,SAINT LOUIS CITY,29510,6196156,281754.0
155755,2014-07-06,New York,Buffalo,0,4,0,0,0,ERIE,36029,19571216,946147.0
154971,2014-07-05,Oregon,Portland,1,4,0,0,1,MULTNOMAH,41051,4233358,789698.0
154803,2014-07-05,Texas,Houston,0,6,0,0,0,HARRIS,48201,30503301,4835125.0
154834,2014-07-05,Virginia,Norfolk,0,7,0,0,0,NORFOLK CITY,51710,8715698,230930.0
154721,2014-07-05,Indiana,Indianapolis,0,7,0,0,0,MARION,18097,6862199,968460.0
158055,2014-07-05,Illinois,Centreville,0,5,0,0,0,SAINT CLAIR,17163,12549689,251018.0
154844,2014-07-04,Virginia,Norfolk,0,5,0,0,0,NORFOLK CITY,51710,8715698,230930.0
156834,2014-07-02,Pennsylvania,Chester,0,5,0,0,0,DELAWARE,42045,12961683,576720.0
153275,2014-06-30,Kentucky,Lexington,1,3,0,0,1,FAYETTE,21067,4526154,320154.0
152468,2014-06-29,Louisiana,New Orleans,1,9,0,0,1,ORLEANS,22071,4573749,364136.0
153648,2014-06-29,Missouri,Saint Louis,0,4,0,0,0,SAINT LOUIS CITY,29510,6196156,281754.0
152693,2014-06-29,California,Los Angeles,1,5,0,0,1,LOS ANGELES,06037,38965193,9663345.0
152960,2014-06-28,California,Antioch,0,7,0,0,0,CONTRA COSTA,06013,38965193,1155025.0
153578,2014-06-28,New York,Manhattan,0,4,0,0,0,NEW YORK,36061,19571216,1597451.0
152722,2014-06-27,California,San Diego,1,3,0,0,0,SAN DIEGO,06073,38965193,3269973.0
157018,2014-06-26,Michigan,Detroit,2,2,0,0,0,WAYNE,26163,10037261,1751169.0
151659,2014-06-26,Wisconsin,Milwaukee,0,5,0,0,0,MILWAUKEE,55079,5910955,916205.0
151475,2014-06-25,Massachusetts,Lowell,0,5,0,0,0,MIDDLESEX,25017,7001399,1623952.0
150299,2014-06-24,Florida,Miami,2,7,0,0,0,MIAMI-DADE,12086,22610726,2686867.0
154136,2014-06-22,California,Windsor,1,3,0,0,0,SONOMA,06097,38965193,481812.0
150344,2014-06-21,Tennessee,Memphis,0,5,0,0,7,SHELBY,47157,7126489,910042.0
149954,2014-06-21,District of Columbia,Washington,0,4,0,0,0,DISTRICT OF COLUMBIA,11001,678972,678972.0
157013,2014-06-20,Maryland,Seat Pleasant,0,4,0,0,0,PRINCE GEORGES,24033,6180253,947430.0
146565,2014-06-15,Indiana,Kokomo,0,4,0,0,0,HOWARD,18067,6862199,83831.0
146586,2014-06-15,Illinois,Park Forest,0,4,0,0,0,COOK,17031,12549689,5087072.0
149706,2014-06-13,California,Los Angeles,3,1,0,0,0,LOS ANGELES,06037,38965193,9663345.0
156245,2014-06-09,New Jersey,Paterson,0,6,0,0,0,PASSAIC,34031,9290841,513395.0
144524,2014-06-08,Florida,Fort Myers,4,0,1,0,0,LEE,12071,22610726,834573.0
144565,2014-06-08,Alabama,Opp,1,4,0,0,1,COVINGTON,01039,5108468,37952.0
143979,2014-06-07,Michigan,Oak Park,1,3,0,0,0,OAKLAND,26125,10037261,1270426.0
143723,2014-06-07,South Carolina,Moncks Corner,1,5,0,0,0,BERKELEY,45015,5373555,255217.0
142822,2014-06-04,Illinois,Chicago,1,3,0,0,0,COOK,17031,12549689,5087072.0
142818,2014-06-03,Georgia,Atlanta,1,4,0,0,1,FULTON,13121,11029227,1079105.0
142076,2014-06-02,Illinois,Chicago,0,7,0,0,0,COOK,17031,12549689,5087072.0
141792,2014-06-01,California,Sacramento,0,4,0,0,0,SACRAMENTO,06067,38965193,1584288.0
141382,2014-06-01,Illinois,Chicago,1,5,0,0,0,COOK,17031,12549689,5087072.0
153532,2014-05-31,California,San Bernardino,1,3,0,0,0,SAN BERNARDINO,06071,38965193,2195611.0
139281,2014-05-25,Ohio,Toledo,1,3,0,0,0,LUCAS,39095,11785935,425484.0
138567,2014-05-24,Michigan,Detroit,0,4,0,0,0,WAYNE,26163,10037261,1751169.0
138645,2014-05-24,South Carolina,Myrtle Beach,3,1,0,0,0,HORRY,45051,5373555,397478.0
140185,2014-05-23,Louisiana,New Orleans,1,7,0,0,0,ORLEANS,22071,4573749,364136.0
138282,2014-05-23,California,Goleta,3,7,1,0,0,SANTA BARBARA,06083,38965193,441257.0
138370,2014-05-23,California,Bellflower,2,2,0,0,0,LOS ANGELES,06037,38965193,9663345.0
142123,2014-05-21,Texas,Dallas,1,3,0,0,0,DALLAS,48113,30503301,2606358.0
135904,2014-05-18,Ohio,Sandusky,0,7,0,0,0,ERIE,39043,11785935,74035.0
136567,2014-05-17,California,Coachella,1,3,0,0,1,RIVERSIDE,06065,38965193,2492442.0
136163,2014-05-17,District of Columbia,Washington,0,5,0,0,0,DISTRICT OF COLUMBIA,11001,678972,678972.0
134823,2014-05-13,Georgia,Atlanta,0,5,0,0,0,FULTON,13121,11029227,1079105.0
134591,2014-05-12,Illinois,Chicago,0,4,0,0,0,COOK,17031,12549689,5087072.0
134238,2014-05-11,Tennessee,Memphis,0,7,0,0,0,SHELBY,47157,7126489,910042.0
156823,2014-05-10,California,Sacramento,1,6,0,0,2,SACRAMENTO,06067,38965193,1584288.0
134044,2014-05-10,Georgia,Stone Mountain,1,3,0,0,1,DEKALB,13089,11029227,762992.0
134052,2014-05-10,Georgia,Decatur,2,3,0,0,1,DEKALB,13089,11029227,762992.0
132897,2014-05-04,Colorado,Wheat Ridge,0,4,0,0,0,JEFFERSON,08059,5877610,576366.0
131697,2014-05-04,Illinois,Chicago,1,3,0,0,0,COOK,17031,12549689,5087072.0
131998,2014-05-03,Arkansas,Jonesboro,3,4,1,0,0,CRAIGHEAD,05031,3067732,113993.0
132405,2014-05-03,Texas,Houston,0,6,0,0,0,HARRIS,48201,30503301,4835125.0
130933,2014-04-30,Illinois,Chicago,0,4,0,0,0,COOK,17031,12549689,5087072.0
130232,2014-04-29,Georgia,Kennesaw,0,6,1,0,0,COBB,13067,11029227,776743.0
129730,2014-04-27,New York,Troy,0,5,0,0,0,RENSSELAER,36083,19571216,159305.0
128871,2014-04-25,Tennessee,Memphis,2,3,0,0,0,SHELBY,47157,7126489,910042.0
173109,2014-04-22,California,Los Angeles,1,3,0,0,0,LOS ANGELES,06037,38965193,9663345.0
127045,2014-04-20,Illinois,Montgomery,0,6,0,0,0,KENDALL,17093,12549689,139976.0
127413,2014-04-20,Illinois,Chicago,0,5,0,0,0,COOK,17031,12549689,5087072.0
127381,2014-04-20,Florida,Tampa,2,2,0,0,0,HILLSBOROUGH,12057,22610726,1535564.0
156828,2014-04-14,District of Columbia,Washington,0,4,0,0,0,DISTRICT OF COLUMBIA,11001,678972,678972.0
125028,2014-04-12,Louisiana,New Orleans,1,3,0,0,0,ORLEANS,22071,4573749,364136.0
124146,2014-04-11,Indiana,Richmond,0,4,0,0,0,WAYNE,18177,6862199,66127.0
124131,2014-04-09,Illinois,Rockford,0,5,0,0,0,WINNEBAGO,17201,12549689,280922.0
123891,2014-04-09,Tennessee,Lookout Valley,3,1,0,0,0,Hamilton,47065,7126489,379864.0
123008,2014-04-07,Louisiana,New Orleans,0,4,0,0,0,ORLEANS,22071,4573749,364136.0
123666,2014-04-06,Massachusetts,Springfield,0,4,0,0,0,HAMPDEN,25013,7001399,460291.0
125863,2014-04-06,Oklahoma,Oklahoma City,0,4,0,0,0,OKLAHOMA,40109,4053824,808866.0
122136,2014-04-05,Illinois,Chicago,1,5,0,0,0,COOK,17031,12549689,5087072.0
122612,2014-04-05,Arizona,Phoenix,1,3,0,0,0,MARICOPA,04013,7431344,4585871.0
122672,2014-04-05,California,Fairfield,0,4,0,0,0,SOLANO,06095,38965193,449218.0
121031,2014-04-02,Texas,Fort Hood,3,16,1,0,0,BELL,48027,30503301,393193.0
120621,2014-03-30,Mississippi,Starkville,0,5,0,0,1,OKTIBBEHA,28105,2939690,51203.0
120303,2014-03-30,North Carolina,Charlotte,0,5,0,0,0,MECKLENBURG,37119,10835491,1163701.0
117914,2014-03-23,California,San Francisco,0,7,0,0,0,SAN FRANCISCO,06075,38965193,808988.0
117818,2014-03-23,Texas,Arlington,1,3,0,0,0,TARRANT,48439,30503301,2182947.0
172722,2014-03-23,California,Long Beach,1,3,0,0,0,LOS ANGELES,06037,38965193,9663345.0
117642,2014-03-21,South Carolina,North Charleston,0,4,0,0,0,CHARLESTON,45019,5373555,424367.0
117591,2014-03-16,Texas,Beaumont,3,1,0,0,1,JEFFERSON,48245,30503301,251496.0
125855,2014-03-16,Georgia,Waynesboro,0,4,0,0,0,BURKE,13033,11029227,24438.0
115012,2014-03-14,New York,Brooklyn,0,4,0,0,0,KINGS,36047,19571216,2561225.0
113156,2014-03-09,Ohio,Fremont,3,1,0,0,0,SANDUSKY,39143,11785935,58709.0
113247,2014-03-09,Texas,Austin,0,6,0,0,0,TRAVIS,48453,30503301,1334961.0
113214,2014-03-08,Illinois,Chicago,0,6,0,0,0,COOK,17031,12549689,5087072.0
113255,2014-03-08,California,Richmond,1,3,0,0,0,CONTRA COSTA,06013,38965193,1155025.0
112415,2014-03-05,South Carolina,Pelzer,3,1,0,0,1,ANDERSON,45007,5373555,213076.0
111095,2014-03-01,Pennsylvania,Pittsburgh,1,4,0,0,1,ALLEGHENY,42003,12961683,1224825.0
109957,2014-02-25,Virginia,Glade Spring,3,1,1,0,0,WASHINGTON,51191,8715698,54050.0
109142,2014-02-22,California,Wilmington,0,4,0,0,0,LOS ANGELES,06037,38965193,9663345.0
108649,2014-02-20,California,Alturas,4,1,0,0,1,MODOC,06049,38965193,8500.0
108691,2014-02-20,Indiana,Indianapolis,4,0,0,0,1,MARION,18097,6862199,968460.0
107417,2014-02-16,Florida,Orlando (Pine Hills),1,6,0,0,0,ORANGE,12095,22610726,1471416.0
108659,2014-02-16,Texas,Fort Worth,1,4,0,0,0,TARRANT,48439,30503301,2182947.0
107673,2014-02-16,Indiana,Fort Wayne,0,5,0,0,0,ALLEN,18003,6862199,394545.0
107519,2014-02-16,Texas,Dallas,1,7,0,0,0,DALLAS,48113,30503301,2606358.0
107433,2014-02-16,Florida,Jacksonville,1,4,0,0,0,DUVAL,12031,22610726,1030822.0
107403,2014-02-15,Nevada,Las Vegas,0,5,0,0,0,CLARK,32003,3194176,2336573.0
106243,2014-02-12,California,Stockton,1,3,0,0,0,SAN JOAQUIN,06077,38965193,800965.0
106394,2014-02-12,Indiana,Gary,0,4,0,1,0,LAKE,18089,6862199,500598.0
106481,2014-02-12,California,Oakland,1,3,0,0,0,ALAMEDA,06001,38965193,1622188.0
104721,2014-02-07,Florida,Miami,0,5,0,0,0,MIAMI-DADE,12086,22610726,2686867.0
105010,2014-02-06,Louisiana,New Orleans,0,4,0,0,0,ORLEANS,22071,4573749,364136.0
104218,2014-02-05,Illinois,Chicago,1,3,0,0,0,COOK,17031,12549689,5087072.0
103698,2014-02-03,Indiana,Franklin,2,2,1,0,0,JOHNSON,18081,6862199,167819.0
140117,2014-01-30,Texas,Cypress,4,0,0,0,1,HARRIS,48201,30503301,4835125.0
101301,2014-01-27,North Carolina,Rocky Mount,0,4,0,0,1,EDGECOMBE,37065,10835491,48832.0
113665,2014-01-27,Washington,Seattle,1,4,0,0,1,KING,53033,7812880,2271380.0
100434,2014-01-25,Illinois,Chicago,1,4,0,0,0,COOK,17031,12549689,5087072.0
100568,2014-01-25,Florida,Belle Glade,0,4,0,0,0,PALM BEACH,12099,22610726,1533801.0
98836,2014-01-21,New Jersey,Newark,2,3,0,0,0,ESSEX,34013,9290841,851117.0
104902,2014-01-20,Virginia,Manassas,0,4,0,0,0,MANASSAS CITY,51683,8715698,42696.0
97407,2014-01-16,Oklahoma,Ardmore,1,4,1,0,0,CARTER,40019,4053824,48596.0
97365,2014-01-16,Utah,Spanish Fork,4,0,1,0,0,UTAH,49049,3417734,719174.0
96792,2014-01-14,California,Los Angeles,0,4,0,0,0,LOS ANGELES,06037,38965193,9663345.0
96185,2014-01-13,Michigan,Detroit,0,4,0,0,0,WAYNE,26163,10037261,1751169.0
95579,2014-01-12,Illinois,Elgin,0,5,0,0,0,KANE,17089,12549689,514982.0
95500,2014-01-12,Louisiana,Tallulah,0,6,0,0,8,MADISON,22065,4573749,9246.0
95550,2014-01-12,Alabama,Huntsville,0,5,0,0,0,MADISON,01089,5108468,412600.0
95146,2014-01-11,Mississippi,Jackson,0,4,0,0,0,HINDS,28049,2939690,214870.0
94514,2014-01-05,Pennsylvania,Erie,1,3,0,0,0,ERIE,42049,12961683,267571.0
92704,2014-01-03,New York,Queens,1,3,0,0,0,QUEENS,36081,19571216,2252196.0
92194,2014-01-01,Virginia,Norfolk,2,2,0,0,0,NORFOLK CITY,51710,8715698,230930.0
476321,2015-12-31,Louisiana,New Orleans,0,5,0,1,1,ORLEANS,22071,4573749,364136.0
473882,2015-12-27,Tennessee,Jackson,0,4,0,0,0,MADISON,47113,7126489,99193.0
472268,2015-12-26,Pennsylvania,Philadelphia,0,4,0,0,2,PHILADELPHIA,42101,12961683,1550542.0
471867,2015-12-25,Florida,Jacksonville,0,4,0,0,0,DUVAL,12031,22610726,1030822.0
471860,2015-12-25,Alabama,Mobile,0,4,0,0,0,MOBILE,01097,5108468,411640.0
